BJD,Flux,EAPFlux,Err,Flag,Spline
2457264.456659,3770.349,3770.211,7.01,0,1.001252
2457264.620112,3303.37,1947.104,6.9239999999999995,0,1.00125
2457264.640544,3201.829,1845.5639999999999,6.917999999999999,0,1.00125
2457264.6609759997,3168.235,1811.969,6.917999999999999,0,1.00125
