BJD,Flux,EAPFlux,Err,Flag,Spline
2457249.767109,2396.6079999999997,2373.39,6.459,0,0.991604
2457273.18187,2702.835,2713.632,6.537000000000001,0,1.024399
2457275.981006,2943.2270000000003,2914.434,6.561,0,1.0265790000000001
2457282.171795,2537.971,2539.798,6.577000000000001,0,1.028856
2457285.011796,3078.8509999999997,3062.011,6.619,0,1.029831
2457292.918855,2609.81,2625.219,6.659,0,1.0344389999999999
