BJD,Flux,EAPFlux,Err,Flag,Spline
2457264.6201029997,6074.281999999999,4865.22,9.785,0,1.0
2457264.660966,6076.641,4867.579000000001,9.783,0,1.0
2457264.681398,5872.7080000000005,4663.646,9.777000000000001,0,1.0
