BJD,Flux,EAPFlux,Err,Flag,Spline
2457264.518497,1157.816,887.373,5.394,0,1.0
2457264.743245,906.188,906.8610000000001,5.398,0,1.0
2457264.763677,914.045,914.645,5.399,0,1.0
2457264.784109,914.29,914.791,5.398,0,1.0
