BJD,Flux,EAPFlux,Err,Flag,Spline
2457264.62025,2506.0820000000003,1699.705,5.539,0,1.001781
2457264.640682,2466.775,1660.398,5.535,0,1.0017559999999999
2457264.661114,2483.464,1677.0870000000002,5.5360000000000005,0,1.001732
2457264.681545,2421.5679999999998,1615.191,5.531000000000001,0,1.001707
