BJD,Flux,EAPFlux,Err,Flag,Spline
2457231.316428,1460.364,1484.235,4.521,0,0.98872
2457234.1156119998,1476.98,1499.915,4.524,0,0.986049
2457244.3928569998,1298.792,1325.951,4.537,0,0.979074
2457246.088697,1449.3470000000002,1476.239,4.552,0,0.9764139999999999
