BJD,Flux,EAPFlux,Err,Flag,Spline
2457251.953002,3029.695,2991.281,8.221,0,0.9957280000000001
2457274.20313,2385.1279999999997,2383.6420000000003,8.331,0,1.011818
2457274.223562,2437.896,2434.853,8.332,0,1.011862
2457274.243993,2219.074,2216.3089999999997,8.328,0,1.011907
