BJD,Flux,EAPFlux,Err,Flag,Spline
2457228.946234,5324.108,5335.744000000001,9.603,0,0.985663
2457243.24859,5439.191999999999,5442.108,9.641,0,0.990057
2457273.6714080004,7314.352,7283.217,9.91,0,1.014039
