BJD,Flux,EAPFlux,Err,Flag,Spline
2457234.565527,6334.0,6323.234,7.318,0,0.9910950000000001
2457238.856252,6985.835,7009.842,7.3629999999999995,0,0.992358
2457242.104934,6150.718000000001,6173.815,7.319,0,0.993431
2457243.882511,6469.674,6441.766,7.35,0,0.994117
2457260.840903,5802.6359999999995,5789.236,7.3660000000000005,0,1.001469
