BJD,Flux,EAPFlux,Err,Flag,Spline
2457222.897897,3707.643,3703.5840000000003,8.363999999999999,0,1.0
2457249.111964,3658.1059999999998,3660.1209999999996,8.455,0,1.0
2457264.5991700003,3946.845,2687.139,8.545,0,1.0
