BJD,Flux,EAPFlux,Err,Flag,Spline
2457219.445166,2192.929,2205.556,5.231,0,0.9278370000000001
2457248.540283,2627.176,2576.424,5.309,0,0.9886739999999999
2457251.911521,2461.718,2438.494,5.307,0,0.995682
2457251.931953,2459.3920000000003,2438.873,5.301,0,0.995725
2457263.578021,2457.875,2422.555,5.357,0,1.022789
2457271.362487,2406.262,2455.785,5.407,0,1.041108
2457282.7429400003,3053.817,3186.219,5.562,0,1.04969
2457294.879418,2833.7309999999998,2948.0240000000003,5.702999999999999,0,1.03096
